Sample_ID,Title,Organism,Series_ID,GPL_ID,Instrument Model,SRA_ID,Library Strategy,H3K4me3_description,Tissue,Cell Line,Cell Type,Disease,Treatment,Genotype,Antibody,Feature in Title,Feature in Ab,Feature in Title or Ab
GSM1465003,Jurkat_K4_100%_R1,Homo sapiens,['GSE60104'],GPL11154,Illumina HiSeq 2000,https://www.ncbi.nlm.nih.gov/sra?term=SRX669623,ChIP-Seq,{'chip antibody': 'H3K4me3'},,Jurkat,,,{},{},{'chip antibody': 'H3K4me3'},False,True,True
GSM1465002,Jurkat_K4_75%_R1,Homo sapiens,['GSE60104'],GPL11154,Illumina HiSeq 2000,https://www.ncbi.nlm.nih.gov/sra?term=SRX669622,ChIP-Seq,{'chip antibody': 'H3K4me3'},,Jurkat,,,{},{},{'chip antibody': 'H3K4me3'},False,True,True
GSM1465001,Jurkat_K4_50%_R1,Homo sapiens,['GSE60104'],GPL11154,Illumina HiSeq 2000,https://www.ncbi.nlm.nih.gov/sra?term=SRX669621,ChIP-Seq,{'chip antibody': 'H3K4me3'},,Jurkat,,,{},{},{'chip antibody': 'H3K4me3'},False,True,True
GSM1465000,Jurkat_K4_25%_R1,Homo sapiens,['GSE60104'],GPL11154,Illumina HiSeq 2000,https://www.ncbi.nlm.nih.gov/sra?term=SRX669620,ChIP-Seq,{'chip antibody': 'H3K4me3'},,Jurkat,,,{},{},{'chip antibody': 'H3K4me3'},False,True,True
GSM1888756,H3K4me3-Memory-D1-Donor5291,Homo sapiens,"['GSE73212', 'GSE73214']",GPL11154,Illumina HiSeq 2000,https://www.ncbi.nlm.nih.gov/sra?term=SRX1261954,ChIP-Seq,"{'chip antibody': 'H3K4me3', 'Title': 'H3K4me3-Memory-D1-Donor5291'}",,,,,"{'days after activation': '1', 'activated': 'TRUE'}",{},{'chip antibody': 'H3K4me3'},True,True,True
GSM1825766,5dd_DOX_plus_H3K4m3_Rep1,Homo sapiens,"['GSE62777', 'GSE71033']",GPL16791,Illumina HiSeq 2500,https://www.ncbi.nlm.nih.gov/sra?term=SRX1099968,ChIP-Seq,"{'antibody epitope, vendor, catalog number, lot': 'H3K4me3, Active Motif, 39159, #01609004'}",,,,,{'treatment': 'DOX days 0-5'},{},"{'antibody epitope, vendor, catalog number, lot': 'H3K4me3, Active Motif, 39159, #01609004'}",False,True,True
GSM841175,LK2(GS/GS)-ipsNSC(p10),Homo sapiens,['GSE34061'],GPL11154,Illumina HiSeq 2000,https://www.ncbi.nlm.nih.gov/sra?term=SRX110019,ChIP-Seq,{'ChIP': 'H3K4me3'},,,,,{},{},{'ChIP': 'H3K4me3'},False,True,True
GSM841174,LK2(+/+)-ipsNSC(p15),Homo sapiens,['GSE34061'],GPL11154,Illumina HiSeq 2000,https://www.ncbi.nlm.nih.gov/sra?term=SRX110018,ChIP-Seq,{'ChIP': 'H3K4me3'},,,,,{},{},{'ChIP': 'H3K4me3'},False,True,True
GSM575289,H3K4me3 hiPS 4,Homo sapiens,"['GSE23455', 'GSE22499']",GPL9052,Illumina Genome Analyzer,https://www.ncbi.nlm.nih.gov/sra?term=SRX026064,ChIP-Seq,"{'chip antibody': 'H3K4me3', 'Title': 'H3K4me3 hiPS 4'}",,hiPS line 4,,,{},{},{'chip antibody': 'H3K4me3'},True,True,True
GSM575288,H3K4me3 hiPS C1,Homo sapiens,"['GSE23455', 'GSE22499']",GPL9052,Illumina Genome Analyzer,https://www.ncbi.nlm.nih.gov/sra?term=SRX026063,ChIP-Seq,"{'chip antibody': 'H3K4me3', 'Title': 'H3K4me3 hiPS C1'}",,hiPS line C1,,,{},{},{'chip antibody': 'H3K4me3'},True,True,True
GSM841171,LK2(+/+)-iPSC,Homo sapiens,['GSE34061'],GPL11154,Illumina HiSeq 2000,https://www.ncbi.nlm.nih.gov/sra?term=SRX110015,ChIP-Seq,{'ChIP': 'H3K4me3'},,,,,{},{},{'ChIP': 'H3K4me3'},False,True,True
GSM841173,LK2(+/+)-ipsNSC(p10),Homo sapiens,['GSE34061'],GPL11154,Illumina HiSeq 2000,https://www.ncbi.nlm.nih.gov/sra?term=SRX110017,ChIP-Seq,{'ChIP': 'H3K4me3'},,,,,{},{},{'ChIP': 'H3K4me3'},False,True,True
GSM841172,LK2(GS/GS)-iPSC,Homo sapiens,['GSE34061'],GPL11154,Illumina HiSeq 2000,https://www.ncbi.nlm.nih.gov/sra?term=SRX110016,ChIP-Seq,{'ChIP': 'H3K4me3'},,,,,{},{},{'ChIP': 'H3K4me3'},False,True,True
GSM646345,H1_H3K4me3_rep1,Homo sapiens,"['GSE26386', 'GSE26320']",GPL9115,Illumina Genome Analyzer II,https://www.ncbi.nlm.nih.gov/sra?term=SRX038535,ChIP-Seq,"{'chip antibody': 'H3K4me3', 'Title': 'H1_H3K4me3_rep1'}",,H1,,,{},{},{'chip antibody': 'H3K4me3'},True,True,True
GSM575282,H3K4me3 hES WIBR1,Homo sapiens,"['GSE23455', 'GSE22499']",GPL9052,Illumina Genome Analyzer,https://www.ncbi.nlm.nih.gov/sra?term=SRX026057,ChIP-Seq,"{'chip antibody': 'H3K4me3', 'Title': 'H3K4me3 hES WIBR1'}",,hES line WIBR1,,,{},{},{'chip antibody': 'H3K4me3'},True,True,True
GSM575281,H3K4me3 hES BG03,Homo sapiens,"['GSE23455', 'GSE22499']",GPL9052,Illumina Genome Analyzer,https://www.ncbi.nlm.nih.gov/sra?term=SRX026056,ChIP-Seq,"{'chip antibody': 'H3K4me3', 'Title': 'H3K4me3 hES BG03'}",,hES line BG03,,,{},{},{'chip antibody': 'H3K4me3'},True,True,True
GSM575280,H3K4me3 hES BG01,Homo sapiens,"['GSE23455', 'GSE22499']",GPL9052,Illumina Genome Analyzer,https://www.ncbi.nlm.nih.gov/sra?term=SRX026055,ChIP-Seq,"{'chip antibody': 'H3K4me3', 'Title': 'H3K4me3 hES BG01'}",,hES line BG01,,,{},{},{'chip antibody': 'H3K4me3'},True,True,True
GSM575287,H3K4me3 hiPS A6,Homo sapiens,"['GSE23455', 'GSE22499']",GPL9052,Illumina Genome Analyzer,https://www.ncbi.nlm.nih.gov/sra?term=SRX026062,ChIP-Seq,"{'chip antibody': 'H3K4me3', 'Title': 'H3K4me3 hiPS A6'}",,hiPS line A6,,,{},{},{'chip antibody': 'H3K4me3'},True,True,True
GSM575286,H3K4me3 hiPS A1,Homo sapiens,"['GSE23455', 'GSE22499']",GPL9052,Illumina Genome Analyzer,https://www.ncbi.nlm.nih.gov/sra?term=SRX026061,ChIP-Seq,"{'chip antibody': 'H3K4me3', 'Title': 'H3K4me3 hiPS A1'}",,hiPS line A1,,,{},{},{'chip antibody': 'H3K4me3'},True,True,True
GSM575285,H3K4me3 hES WIBR7,Homo sapiens,"['GSE23455', 'GSE22499']",GPL9052,Illumina Genome Analyzer,https://www.ncbi.nlm.nih.gov/sra?term=SRX026060,ChIP-Seq,"{'chip antibody': 'H3K4me3', 'Title': 'H3K4me3 hES WIBR7'}",,hES line WIBR7,,,{},{},{'chip antibody': 'H3K4me3'},True,True,True
GSM575284,H3K4me3 hES WIBR3,Homo sapiens,"['GSE23455', 'GSE22499']",GPL9052,Illumina Genome Analyzer,https://www.ncbi.nlm.nih.gov/sra?term=SRX026059,ChIP-Seq,"{'chip antibody': 'H3K4me3', 'Title': 'H3K4me3 hES WIBR3'}",,hES line WIBR3,,,{},{},{'chip antibody': 'H3K4me3'},True,True,True
GSM1074457,Growing H3K4me3 Rep1+2,Homo sapiens,"['GSE43922', 'GSE43921']",GPL9052,Illumina Genome Analyzer,https://www.ncbi.nlm.nih.gov/sra?term=SRX220827,ChIP-Seq,"{'chip antibody': 'anti-H3K4me3', 'Title': 'Growing H3K4me3 Rep1+2'}",,IMR90,,,{},{},{'chip antibody': 'anti-H3K4me3'},True,True,True
GSM1074458,Quiescent H3K4me3 Rep1+2,Homo sapiens,"['GSE43922', 'GSE43921']",GPL9052,Illumina Genome Analyzer,https://www.ncbi.nlm.nih.gov/sra?term=SRX220828,ChIP-Seq,"{'chip antibody': 'anti-H3K4me3', 'Title': 'Quiescent H3K4me3 Rep1+2'}",,IMR90,,,{},{},{'chip antibody': 'anti-H3K4me3'},True,True,True
GSM1074459,Senescent H3K4me3 Rep1+2,Homo sapiens,"['GSE43922', 'GSE43921']",GPL9052,Illumina Genome Analyzer,https://www.ncbi.nlm.nih.gov/sra?term=SRX220829,ChIP-Seq,"{'chip antibody': 'anti-H3K4me3', 'Title': 'Senescent H3K4me3 Rep1+2'}",,IMR90,,,{},{},{'chip antibody': 'anti-H3K4me3'},True,True,True
GSM942108,Chip Seq H3K36me3 in ER:Ras expressing IMR90 d6 4OHT SLX3169,Homo sapiens,"['GSE38442', 'GSE38448']",GPL10999,Illumina Genome Analyzer IIx,https://www.ncbi.nlm.nih.gov/sra?term=SRX151385,ChIP-Seq,{'chip antibody': 'H3K4me3 CMA333'},,IMR90,,,{'treatment': 'd6 4OHT'},{},{'chip antibody': 'H3K4me3 CMA333'},False,True,True
GSM942109,Chip Seq H3K36me3 in ER:Ras expressing IMR90 d6 4OHT SLX936,Homo sapiens,"['GSE38442', 'GSE38448']",GPL9115,Illumina Genome Analyzer II,https://www.ncbi.nlm.nih.gov/sra?term=SRX151386,ChIP-Seq,{'chip antibody': 'H3K4me3 CMA333'},,IMR90,,,{'treatment': 'd6 4OHT'},{},{'chip antibody': 'H3K4me3 CMA333'},False,True,True
GSM942106,Chip Seq H3K36me3 in ER:Ras expressing IMR90 with no 4OHT with sh-Rb SLX3606,Homo sapiens,"['GSE38442', 'GSE38448']",GPL11154,Illumina HiSeq 2000,https://www.ncbi.nlm.nih.gov/sra?term=SRX151383,ChIP-Seq,{'chip antibody': 'H3K4me3 CMA333'},,IMR90,,,{'treatment': 'no 4OHT with sh-Rb'},{},{'chip antibody': 'H3K4me3 CMA333'},False,True,True
GSM942107,Chip Seq H3K36me3 in ER:Ras expressing IMR90 with no 4OHT with sh-HMGA1/MSCV SLX3598,Homo sapiens,"['GSE38442', 'GSE38448']",GPL11154,Illumina HiSeq 2000,https://www.ncbi.nlm.nih.gov/sra?term=SRX151384,ChIP-Seq,{'chip antibody': 'H3K4me3 CMA333'},,IMR90,,,{'treatment': 'no 4OHT with sh-HMGA1/MSCV'},{},{'chip antibody': 'H3K4me3 CMA333'},False,True,True
GSM1151311,expanded FOXP3-losing H3K4me3,Homo sapiens,"['GSE47747', 'GSE47510']",GPL11154,Illumina HiSeq 2000,https://www.ncbi.nlm.nih.gov/sra?term=SRX288055,ChIP-Seq,"{'chip antibody': 'H3K4me3', 'Title': 'expanded FOXP3-losing H3K4me3'}",,,,,{},{},{'chip antibody': 'H3K4me3'},True,True,True
GSM1869134,BJ_H3K4me3_ChIP-seq,Homo sapiens,"['GSE72532', 'GSE72533']",GPL11154,Illumina HiSeq 2000,https://www.ncbi.nlm.nih.gov/sra?term=SRX1184121,ChIP-Seq,"{'chip antibody': 'anti-H3K4me3', 'Title': 'BJ_H3K4me3_ChIP-seq'}",,BJ,,,{},{},{'chip antibody': 'anti-H3K4me3'},True,True,True
GSM942102,Chip Seq H3K36me3 in ER:Ras expressing IMR90 with no treatment SLX3168,Homo sapiens,"['GSE38442', 'GSE38448']",GPL10999,Illumina Genome Analyzer IIx,https://www.ncbi.nlm.nih.gov/sra?term=SRX151379,ChIP-Seq,{'chip antibody': 'H3K4me3 CMA333'},,IMR90,,,{'treatment': 'no treatment'},{},{'chip antibody': 'H3K4me3 CMA333'},False,True,True
GSM2120711,IMR5-75-shMYCN-MYCN high H3K4me3_ChIP_seq,Homo sapiens,['GSE80197'],GPL11154,Illumina HiSeq 2000,https://www.ncbi.nlm.nih.gov/sra?term=SRX1694156,ChIP-Seq,"{'chip antibody': 'H3K4me3', 'Title': 'IMR5-75-shMYCN-MYCN high H3K4me3_ChIP_seq'}",,,,,{},{},{'chip antibody': 'H3K4me3'},True,True,True
GSM942100,Chip Seq H3K27me3 in ER:Ras expressing IMR90 with no 4OHT with sh-HMGA1/SIN SLX3592,Homo sapiens,"['GSE38442', 'GSE38448']",GPL11154,Illumina HiSeq 2000,https://www.ncbi.nlm.nih.gov/sra?term=SRX151377,ChIP-Seq,{'chip antibody': 'H3K4me3 CMA323'},,IMR90,,,{'treatment': 'no 4OHT with sh-HMGA1/SIN'},{},{'chip antibody': 'H3K4me3 CMA323'},False,True,True
GSM942101,Chip Seq H3K36me3 in ER:Ras-induced senescent IMR90 with Lenti-sh-HMGA1 SLX3614,Homo sapiens,"['GSE38442', 'GSE38448']",GPL11154,Illumina HiSeq 2000,https://www.ncbi.nlm.nih.gov/sra?term=SRX151378,ChIP-Seq,{'chip antibody': 'H3K4me3 CMA333'},,IMR90,,,{'treatment': 'Lenti-sh-HMGA1'},{},{'chip antibody': 'H3K4me3 CMA333'},False,True,True
GSM2029137,H3K4me3_mono-rep1-A,Homo sapiens,['GSE76618'],GPL11154,Illumina HiSeq 2000,https://www.ncbi.nlm.nih.gov/sra?term=SRX1521232,ChIP-Seq,"{'chip antibody': 'H3K4me3 monoclonal Ref: Active motif 61379', 'Title': 'H3K4me3_mono-rep1-A'}",,HeLa cells,,,"{'treatment': 'Paraformaldehyde fixation (1%, 30 minutes)'}",{},{'chip antibody': 'H3K4me3 monoclonal Ref: Active motif 61379'},True,True,True
GSM897574,H3K4me3 ChIP-Seq,Homo sapiens,['GSE36620'],GPL15456,Illumina HiScanSQ,https://www.ncbi.nlm.nih.gov/sra?term=SRX130264,ChIP-Seq,"{'chip antibody': 'H3K4me3', 'Title': 'H3K4me3 ChIP-Seq'}",,H293T,,,{},{'genotype/variation': 'wild type'},{'chip antibody': 'H3K4me3'},True,True,True
GSM897579,H293T_H3K4me3 RNAi control,Homo sapiens,['GSE36620'],GPL15456,Illumina HiScanSQ,https://www.ncbi.nlm.nih.gov/sra?term=SRX130269,ChIP-Seq,"{'chip antibody': 'H3K4me3', 'Title': 'H293T_H3K4me3 RNAi control'}",,H293T,,,{},{'genotype/variation': 'control (RNAi control)'},{'chip antibody': 'H3K4me3'},True,True,True
GSM2029138,H3K4me3_mono-rep1-B,Homo sapiens,['GSE76618'],GPL11154,Illumina HiSeq 2000,https://www.ncbi.nlm.nih.gov/sra?term=SRX1521233,ChIP-Seq,"{'chip antibody': 'H3K4me3 monoclonal Ref: Active motif 61379', 'Title': 'H3K4me3_mono-rep1-B'}",,HeLa cells,,,"{'treatment': 'Paraformaldehyde fixation (1%, 30 minutes)'}",{},{'chip antibody': 'H3K4me3 monoclonal Ref: Active motif 61379'},True,True,True
GSM2029139,H3K4me3_mono-rep1-D,Homo sapiens,['GSE76618'],GPL11154,Illumina HiSeq 2000,https://www.ncbi.nlm.nih.gov/sra?term=SRX1521234,ChIP-Seq,"{'chip antibody': 'H3K4me3 monoclonal Ref: Active motif 61379', 'Title': 'H3K4me3_mono-rep1-D'}",,HeLa cells,,,"{'treatment': 'Paraformaldehyde fixation (1%, 30 minutes)'}",{},{'chip antibody': 'H3K4me3 monoclonal Ref: Active motif 61379'},True,True,True
GSM1127082,H3K4me3 ChIP-Seq analysis of pancreas islet from ZGI 213 (A22469),Homo sapiens,['GSE16368'],GPL11154,Illumina HiSeq 2000,https://www.ncbi.nlm.nih.gov/sra?term=SRX1157793,ChIP-Seq,{'Title': 'H3K4me3 ChIP-Seq analysis of pancreas islet from ZGI 213 (A22469)'},Pancreas,,,,{},{},{},True,False,True
GSM950847,ASXL1sh2_H3K4me3_ChIPSeq,Homo sapiens,['GSE38861'],GPL9052,Illumina Genome Analyzer,https://www.ncbi.nlm.nih.gov/sra?term=SRX155525,ChIP-Seq,"{'antibody': 'H3K4me3 Milipore Cat# 07-473 Lot# R0903B0054', 'Title': 'ASXL1sh2_H3K4me3_ChIPSeq'}",,UKE-1,,,{},{'variation': 'ASXL1sh2'},{'antibody': 'H3K4me3 Milipore Cat# 07-473 Lot# R0903B0054'},True,True,True
GSM1841291,RS411_NoStim_H3K4me3 ChIP,Homo sapiens,"['GSE71616', 'GSE71617']",GPL11154,Illumina HiSeq 2000,https://www.ncbi.nlm.nih.gov/sra?term=SRX1127528,ChIP-Seq,"{'chip antibody': 'H3K4me3 (Abcam, ab8580)', 'Title': 'RS411_NoStim_H3K4me3 ChIP'}",,RS4;11,,,{},{},"{'chip antibody': 'H3K4me3 (Abcam, ab8580)'}",True,True,True
GSM1127085,H3K4me3 ChIP-Seq analysis of breast fibroblast from RM071 (A21641),Homo sapiens,['GSE16368'],GPL11154,Illumina HiSeq 2000,https://www.ncbi.nlm.nih.gov/sra?term=SRX1157726,ChIP-Seq,{'Title': 'H3K4me3 ChIP-Seq analysis of breast fibroblast from RM071 (A21641)'},Breast,,,,{},{},{},True,False,True
GSM2166075,REH H3K4me3 [ChIP-Seq],Homo sapiens,['GSE67540'],GPL11154,Illumina HiSeq 2000,https://www.ncbi.nlm.nih.gov/sra?term=SRX1776295,ChIP-Seq,"{'antibody': 'H3K4me3 (Abcam, catalog# 8580)', 'Title': 'REH H3K4me3 [ChIP-Seq]'}",,ALL leukemia cell line REH,,,{},{},"{'antibody': 'H3K4me3 (Abcam, catalog# 8580)'}",True,True,True
GSM2166074,Nalm6 H3K4me3 [ChIP-Seq],Homo sapiens,['GSE67540'],GPL11154,Illumina HiSeq 2000,https://www.ncbi.nlm.nih.gov/sra?term=SRX1776294,ChIP-Seq,"{'antibody': 'H3K4me3 (Abcam, catalog# 8580)', 'Title': 'Nalm6 H3K4me3 [ChIP-Seq]'}",,ALL leukemia cell line Nalm6,,,{},{},"{'antibody': 'H3K4me3 (Abcam, catalog# 8580)'}",True,True,True
GSM2308529,ChIP-seq from SUDHL6 (ENCLB365GAB),Homo sapiens,['GSE86715'],GPL16791,Illumina HiSeq 2500,https://www.ncbi.nlm.nih.gov/sra?term=SRX2156943,ChIP-Seq,{'antibody': 'H3K4me3'},,SUDHL6,,,{},{},{'antibody': 'H3K4me3'},False,True,True
GSM2308528,ChIP-seq from SUDHL6 (ENCLB954NXW),Homo sapiens,['GSE86715'],GPL11154,Illumina HiSeq 2000,https://www.ncbi.nlm.nih.gov/sra?term=SRX2156942,ChIP-Seq,{'antibody': 'H3K4me3'},,SUDHL6,,,{},{},{'antibody': 'H3K4me3'},False,True,True
GSM1832645,KO_H3K4me3_ChIP_rep1,Homo sapiens,"['GSE71323', 'GSE71327']",GPL16791,Illumina HiSeq 2500,https://www.ncbi.nlm.nih.gov/sra?term=SRX1117704,ChIP-Seq,{'Title': 'KO_H3K4me3_ChIP_rep1'},,ZR-75-30,,,{},{'genotype': 'RACK7 knockout'},"{'antibody': 'Cell Signaling, 9751S'}",True,False,True
GSM1832644,parental_H3K4me3_ChIP_rep1,Homo sapiens,"['GSE71323', 'GSE71327']",GPL16791,Illumina HiSeq 2500,https://www.ncbi.nlm.nih.gov/sra?term=SRX1117703,ChIP-Seq,{'Title': 'parental_H3K4me3_ChIP_rep1'},,ZR-75-30,,,{},{'genotype': 'parental'},"{'antibody': 'Cell Signaling, 9751S'}",True,False,True
GSM945225,UW_ChipSeq_Monocytes-CD14+_RO01746_H3K4me3,Homo sapiens,['GSE35583'],GPL9052,Illumina Genome Analyzer,https://www.ncbi.nlm.nih.gov/sra?term=SRX190008,ChIP-Seq,"{'antibody antibodydescription': 'rabbit polyclonal. Antibody Target: H3K4me3', 'antibody': 'H3K4me3', 'Title': 'UW_ChipSeq_Monocytes-CD14+_RO01746_H3K4me3'}",,Monocytes-CD14+_RO01746,,,{'treatment': 'None'},{},"{'antibody antibodydescription': 'rabbit polyclonal. Antibody Target: H3K4me3', 'antibody': 'H3K4me3'}",True,True,True
GSM2308523,ChIP-seq from fibroblast of arm (ENCLB528CWH),Homo sapiens,['GSE86712'],GPL11154,Illumina HiSeq 2000,https://www.ncbi.nlm.nih.gov/sra?term=SRX2156935,ChIP-Seq,{'antibody': 'H3K4me3'},,,,,{},{},{'antibody': 'H3K4me3'},False,True,True
GSM2308522,ChIP-seq from fibroblast of arm (ENCLB779ELE),Homo sapiens,['GSE86712'],GPL11154,Illumina HiSeq 2000,https://www.ncbi.nlm.nih.gov/sra?term=SRX2156934,ChIP-Seq,{'antibody': 'H3K4me3'},,,,,{},{},{'antibody': 'H3K4me3'},False,True,True
GSM945220,UW_ChipSeq_GM12866_H3K4me3,Homo sapiens,['GSE35583'],GPL9052,Illumina Genome Analyzer,https://www.ncbi.nlm.nih.gov/sra?term=SRX190003,ChIP-Seq,"{'antibody antibodydescription': 'rabbit polyclonal. Antibody Target: H3K4me3', 'antibody': 'H3K4me3', 'Title': 'UW_ChipSeq_GM12866_H3K4me3'}",,GM12866,,,{'treatment': 'None'},{},"{'antibody antibodydescription': 'rabbit polyclonal. Antibody Target: H3K4me3', 'antibody': 'H3K4me3'}",True,True,True
GSM945221,UW_ChipSeq_GM12875_H3K4me3,Homo sapiens,['GSE35583'],GPL9052,Illumina Genome Analyzer,https://www.ncbi.nlm.nih.gov/sra?term=SRX190004,ChIP-Seq,"{'antibody antibodydescription': 'rabbit polyclonal. Antibody Target: H3K4me3', 'antibody': 'H3K4me3', 'Title': 'UW_ChipSeq_GM12875_H3K4me3'}",,GM12875,,,{'treatment': 'None'},{},"{'antibody antibodydescription': 'rabbit polyclonal. Antibody Target: H3K4me3', 'antibody': 'H3K4me3'}",True,True,True
GSM806935,H3K4me3 ChIP-Seq analysis of fetal brain tissue from HuFNSC02 (A03494),Homo sapiens,['GSE16368'],GPL11154,Illumina HiSeq 2000,https://www.ncbi.nlm.nih.gov/sra?term=SRX1157628,ChIP-Seq,{'Title': 'H3K4me3 ChIP-Seq analysis of fetal brain tissue from HuFNSC02 (A03494)'},Brain,,,,{},{},{},True,False,True
GSM1563751,HeLa-S3_LATS2-/-_H3K4me3_ChIPSeq,Homo sapiens,"['GSE64072', 'GSE63538']",GPL11154,Illumina HiSeq 2000,https://www.ncbi.nlm.nih.gov/sra?term=DRX022428,ChIP-Seq,{'Title': 'HeLa-S3_LATS2-/-_H3K4me3_ChIPSeq'},cervix,HeLa-S3,,,{},{'genotype': 'LATS2-/-'},{},True,False,True
GSM1513898,H3k4me3_36bp_ChIP-seq rep2,Homo sapiens,['GSE61793'],GPL9115,Illumina Genome Analyzer II,https://www.ncbi.nlm.nih.gov/sra?term=SRX710711,ChIP-Seq,"{'chip antibody / digestive enzyme': 'H3k4me3 (Invitrogen cat# 49-1005)', 'Title': 'H3k4me3_36bp_ChIP-seq rep2'}",,,,,{},{},{'chip antibody / digestive enzyme': 'H3k4me3 (Invitrogen cat# 49-1005)'},True,True,True
GSM1513897,H3k4me3_36bp_ChIP-seq rep1,Homo sapiens,['GSE61793'],GPL9115,Illumina Genome Analyzer II,https://www.ncbi.nlm.nih.gov/sra?term=SRX710710,ChIP-Seq,"{'chip antibody / digestive enzyme': 'H3k4me3 (Invitrogen cat# 49-1005)', 'Title': 'H3k4me3_36bp_ChIP-seq rep1'}",,,,,{},{},{'chip antibody / digestive enzyme': 'H3k4me3 (Invitrogen cat# 49-1005)'},True,True,True
GSM1513894,H3k4me3_ChIP-seq rep2,Homo sapiens,['GSE61793'],GPL11154,Illumina HiSeq 2000,https://www.ncbi.nlm.nih.gov/sra?term=SRX710707,ChIP-Seq,"{'chip antibody / digestive enzyme': 'H3k4me3 (Invitrogen cat# 49-1005)', 'Title': 'H3k4me3_ChIP-seq rep2'}",,,,,{},{},{'chip antibody / digestive enzyme': 'H3k4me3 (Invitrogen cat# 49-1005)'},True,True,True
GSM1513893,H3k4me3_ChIP-seq rep1,Homo sapiens,['GSE61793'],GPL11154,Illumina HiSeq 2000,https://www.ncbi.nlm.nih.gov/sra?term=SRX710706,ChIP-Seq,"{'chip antibody / digestive enzyme': 'H3k4me3 (Invitrogen cat# 49-1005)', 'Title': 'H3k4me3_ChIP-seq rep1'}",,,,,{},{},{'chip antibody / digestive enzyme': 'H3k4me3 (Invitrogen cat# 49-1005)'},True,True,True
GSM1647618,14724N,Homo sapiens,['GSE67471'],GPL11154,Illumina HiSeq 2000,https://www.ncbi.nlm.nih.gov/sra?term=SRX974427,ChIP-Seq,{'antibody': 'H3K4me3'},Lung normal,,,,{},{},{'antibody': 'H3K4me3'},False,True,True
GSM1647619,14724T,Homo sapiens,['GSE67471'],GPL11154,Illumina HiSeq 2000,https://www.ncbi.nlm.nih.gov/sra?term=SRX974428,ChIP-Seq,{'antibody': 'H3K4me3'},Lung tumor,,,,{},{},{'antibody': 'H3K4me3'},False,True,True
GSM945177,UW_ChipSeq_AG04450_H3K4me3,Homo sapiens,['GSE35583'],GPL9052,Illumina Genome Analyzer,https://www.ncbi.nlm.nih.gov/sra?term=SRX189960,ChIP-Seq,"{'antibody antibodydescription': 'rabbit polyclonal. Antibody Target: H3K4me3', 'antibody': 'H3K4me3', 'Title': 'UW_ChipSeq_AG04450_H3K4me3'}",,AG04450,,,{'treatment': 'None'},{},"{'antibody antibodydescription': 'rabbit polyclonal. Antibody Target: H3K4me3', 'antibody': 'H3K4me3'}",True,True,True
GSM945175,UW_ChipSeq_NHEK_H3K4me3,Homo sapiens,"['GSE35583', 'GSE51334']",GPL9052,Illumina Genome Analyzer,https://www.ncbi.nlm.nih.gov/sra?term=SRX189958,ChIP-Seq,"{'antibody antibodydescription': 'rabbit polyclonal. Antibody Target: H3K4me3', 'antibody': 'H3K4me3', 'Title': 'UW_ChipSeq_NHEK_H3K4me3'}",,NHEK,,,{'treatment': 'None'},{},"{'antibody antibodydescription': 'rabbit polyclonal. Antibody Target: H3K4me3', 'antibody': 'H3K4me3'}",True,True,True
GSM945172,UW_ChipSeq_AG10803_H3K4me3,Homo sapiens,['GSE35583'],GPL9052,Illumina Genome Analyzer,https://www.ncbi.nlm.nih.gov/sra?term=SRX189955,ChIP-Seq,"{'antibody antibodydescription': 'rabbit polyclonal. Antibody Target: H3K4me3', 'antibody': 'H3K4me3', 'Title': 'UW_ChipSeq_AG10803_H3K4me3'}",,AG10803,,,{'treatment': 'None'},{},"{'antibody antibodydescription': 'rabbit polyclonal. Antibody Target: H3K4me3', 'antibody': 'H3K4me3'}",True,True,True
GSM945170,UW_ChipSeq_AoAF_H3K4me3,Homo sapiens,['GSE35583'],GPL9052,Illumina Genome Analyzer,https://www.ncbi.nlm.nih.gov/sra?term=SRX189953,ChIP-Seq,"{'antibody antibodydescription': 'rabbit polyclonal. Antibody Target: H3K4me3', 'antibody': 'H3K4me3', 'Title': 'UW_ChipSeq_AoAF_H3K4me3'}",,AoAF,,,{'treatment': 'None'},{},"{'antibody antibodydescription': 'rabbit polyclonal. Antibody Target: H3K4me3', 'antibody': 'H3K4me3'}",True,True,True
GSM945178,UW_ChipSeq_BJ_H3K4me3,Homo sapiens,"['GSE35583', 'GSE51334']",GPL9052,Illumina Genome Analyzer,https://www.ncbi.nlm.nih.gov/sra?term=SRX189961,ChIP-Seq,"{'antibody antibodydescription': 'rabbit polyclonal. Antibody Target: H3K4me3', 'antibody': 'H3K4me3', 'Title': 'UW_ChipSeq_BJ_H3K4me3'}",,BJ,,,{'treatment': 'None'},{},"{'antibody antibodydescription': 'rabbit polyclonal. Antibody Target: H3K4me3', 'antibody': 'H3K4me3'}",True,True,True
GSM945179,UW_ChipSeq_GM06990_H3K4me3,Homo sapiens,"['GSE35583', 'GSE51334']",GPL9052,Illumina Genome Analyzer,https://www.ncbi.nlm.nih.gov/sra?term=SRX189962,ChIP-Seq,"{'antibody antibodydescription': 'rabbit polyclonal. Antibody Target: H3K4me3', 'antibody': 'H3K4me3', 'Title': 'UW_ChipSeq_GM06990_H3K4me3'}",,GM06990,,,{'treatment': 'None'},{},"{'antibody antibodydescription': 'rabbit polyclonal. Antibody Target: H3K4me3', 'antibody': 'H3K4me3'}",True,True,True
