GSM_ID,Organism,GSE_ID,GPL_ID,SRA_ID,Library Strategy
GSM1294870,Mus musculus,GSE53490,GPL13112,SRX396245,chip-seq
GSM1531735,Mus musculus,GSE62702,GPL18480,SRX742823,chip-seq
GSM1121855,Homo sapiens,GSE46014,GPL9115,,chip-seq
GSM2191720,Mus musculus,GSE82687,GPL13112,SRX1833500,chip-seq
GSM64538,Saccharomyces cerevisiae,GSE2954,GPL2625,,
GSM1918646,Homo sapiens,GSE74359,GPL18573,SRX1383892,chip-seq
GSM1282154,Mus musculus,GSE53087,GPL11002,SRX388420,chip-seq
GSM2187240,Homo sapiens,GSE82260,GPL16791,SRX1819608,chip-seq
GSM772925,Homo sapiens,GSE17312,GPL570,,chip-seq
GSM2141867,Mus musculus,GSE81056,GPL17021,SRX1739695,chip-seq
GSM2029137,Homo sapiens,GSE76618,GPL11154,SRX1521232,chip-seq
GSM1519188,Homo sapiens,GSE62063,GPL11154,SRX722385,chip-seq
GSM897574,Homo sapiens,GSE36620,GPL15456,SRX130264,chip-seq
GSM772922,Homo sapiens,GSE17312,GPL570,,chip-seq
GSM1548409,Mus musculus,GSE63416,GPL9250,SRX763065,chip-seq
GSM897579,Homo sapiens,GSE36620,GPL15456,SRX130269,chip-seq
GSM772929,Homo sapiens,GSE17312,GPL570,,chip-seq
GSM1220836,Mus musculus,GSE50534,GPL13112,SRX342708,chip-seq
GSM1127082,Homo sapiens,GSE16368,GPL9115,SRX1157793,chip-seq
GSM1519186,Homo sapiens,GSE62063,GPL11154,SRX722383,chip-seq
GSM950847,Homo sapiens,GSE38861,GPL9052,SRX155525,chip-seq
GSM1841291,Homo sapiens,GSE71616,GPL11154,SRX1127528,chip-seq
GSM1127085,Homo sapiens,GSE16368,GPL9115,SRX1157726,chip-seq
GSM1323934,Mus musculus,GSE54782,GPL13112,SRX467379,chip-seq
GSM2166074,Homo sapiens,GSE67540,GPL11154,SRX1776294,chip-seq
GSM1192082,Mus musculus,GSE48172,GPL13112,SRX326477,chip-seq
GSM1192080,Mus musculus,GSE48172,GPL13112,SRX326475,chip-seq
GSM2232276,Mus musculus,GSE83833,GPL19057,SRX1943228,chip-seq
GSM1192087,Mus musculus,GSE48172,GPL13112,SRX326482,chip-seq
GSM662279,Mus musculus,GSE26892,GPL11658,,
GSM945229,Homo sapiens,GSE35583,GPL9052,SRX190012,chip-seq
GSM1832645,Homo sapiens,GSE71323,GPL16791,SRX1117704,chip-seq
GSM1832644,Homo sapiens,GSE71323,GPL16791,SRX1117703,chip-seq
GSM945225,Homo sapiens,GSE35583,GPL9052,SRX190008,chip-seq
GSM945222,Homo sapiens,GSE35583,GPL9052,SRX190005,chip-seq
GSM945220,Homo sapiens,GSE35583,GPL9052,SRX190003,chip-seq
GSM945221,Homo sapiens,GSE35583,GPL9052,SRX190004,chip-seq
GSM2232243,Mus musculus,GSE83833,GPL19057,SRX1943193,chip-seq
GSM1954821,Monodelphis domestica,GSE68507,GPL9250,SRX1438930,chip-seq
GSM1669392,Arabidopsis thaliana,GSE68370,GPL9302,SRX1012870,chip-seq
GSM1954825,Monodelphis domestica,GSE68507,GPL9250,SRX1438952,chip-seq
GSM2254909,Mus musculus,GSE81093,GPL17021,SRX1987845,chip-seq
GSM1888748,Homo sapiens,GSE73212,GPL11154,SRX1261946,chip-seq
GSM274176,Saccharomyces cerevisiae,GSE10840,GPL4131,,
GSM2192332,Mus musculus,GSE82968,GPL13112,SRX1834266,chip-seq
GSM1550915,Homo sapiens,GSE62742,GPL11154,SRX764594,chip-seq
GSM1835074,Mus musculus,GSE71461,GPL13112,SRX1122576,chip-seq
GSM806935,Homo sapiens,GSE16368,GPL9115,SRX1157628,chip-seq
GSM274179,Saccharomyces cerevisiae,GSE10840,GPL4131,,
GSM274178,Saccharomyces cerevisiae,GSE10840,GPL4131,,
GSM1566135,Mus musculus,GSE64190,GPL13112,SRX810584,chip-seq
GSM1816070,Homo sapiens,GSE70660,GPL16791,SRX1089813,chip-seq
GSM1372853,Homo sapiens,GSE57007,GPL10999,SRX524962,chip-seq
GSM503907,Homo sapiens,GSE20042,GPL9052,SRX017347,mnase-seq
GSM503906,Homo sapiens,GSE20042,GPL9052,SRX017346,mnase-seq
GSM1825773,Homo sapiens,GSE62777,GPL11154,SRX1099975,chip-seq
GSM2026092,Homo sapiens,GSE76465,GPL15520,,chip-seq
GSM2026093,Homo sapiens,GSE76465,GPL15520,,chip-seq
GSM756374,Oryza sativa Japonica Group,GSE30490,GPL13834,SRX082182,chip-seq
GSM1888740,Homo sapiens,GSE73212,GPL11154,SRX1261938,chip-seq
GSM454432,Mus musculus,GSE18125,GPL1261,SRX019219,chip-seq
GSM756375,Oryza sativa Japonica Group,GSE30490,GPL13834,SRX082183,chip-seq
GSM1027487,Mus musculus,GSE51513,GPL13112,SRX423958,chip-seq
GSM2026096,Homo sapiens,GSE76465,GPL15520,,chip-seq
GSM1326439,Homo sapiens,GSE37378,GPL10999,SRX469900,chip-seq
GSM1653250,Homo sapiens,GSE67673,GPL11154,SRX985314,chip-seq
GSM945308,Homo sapiens,GSE35583,GPL9052,SRX190091,chip-seq
GSM129264,Saccharomyces cerevisiae,GSE5567,GPL4075,,
GSM129260,Saccharomyces cerevisiae,GSE5566,GPL4075,,
GSM129261,Saccharomyces cerevisiae,GSE5566,GPL4075,,
GSM129262,Saccharomyces cerevisiae,GSE5567,GPL4075,,
GSM129263,Saccharomyces cerevisiae,GSE5567,GPL4075,,
GSM1619965,Mus musculus,GSE66338,GPL17021,SRX892428,chip-seq
GSM733738,Homo sapiens,GSE29611,GPL9115,SRX067489,chip-seq
GSM1000101,Mus musculus,GSE31039,GPL9250,SRX185822,chip-seq
GSM1513898,Homo sapiens,GSE61793,GPL9115,SRX710711,chip-seq
GSM945304,Homo sapiens,GSE35583,GPL9052,SRX190087,chip-seq
GSM1513897,Homo sapiens,GSE61793,GPL9115,SRX710710,chip-seq
GSM1513894,Homo sapiens,GSE61793,GPL9115,SRX710707,chip-seq
GSM1619966,Mus musculus,GSE66338,GPL17021,SRX892429,chip-seq
GSM1513893,Homo sapiens,GSE61793,GPL9115,SRX710706,chip-seq
GSM537626,Homo sapiens,GSE17312,GPL570,SRX019706,chip-seq
GSM386092,Drosophila melanogaster,GSE15424,GPL6949,,
GSM362329,Saccharomyces cerevisiae,GSE14565,GPL1864,,
GSM1201988,Schizosaccharomyces pombe,GSE49574,GPL13988,SRX331893,chip-seq
GSM1201989,Schizosaccharomyces pombe,GSE49574,GPL13988,SRX331894,chip-seq
GSM362322,Saccharomyces cerevisiae,GSE14565,GPL1864,,
GSM362323,Saccharomyces cerevisiae,GSE14565,GPL1864,,
GSM362320,Saccharomyces cerevisiae,GSE14565,GPL1864,,
GSM362321,Saccharomyces cerevisiae,GSE14565,GPL1864,,
GSM362326,Saccharomyces cerevisiae,GSE14565,GPL1864,,
GSM362327,Saccharomyces cerevisiae,GSE14565,GPL1864,,
GSM362324,Saccharomyces cerevisiae,GSE14565,GPL1864,,
GSM362325,Saccharomyces cerevisiae,GSE14565,GPL1864,,
GSM945177,Homo sapiens,GSE35583,GPL9052,SRX189960,chip-seq
GSM945175,Homo sapiens,GSE35583,GPL9052,SRX189958,chip-seq
GSM945172,Homo sapiens,GSE35583,GPL9052,SRX189955,chip-seq
GSM1273025,Mus musculus,GSE52628,GPL13112,SRX381467,chip-seq
GSM945170,Homo sapiens,GSE35583,GPL9052,SRX189953,chip-seq
GSM1273027,Mus musculus,GSE52628,GPL13112,SRX381469,chip-seq
GSM1273028,Mus musculus,GSE52628,GPL13112,SRX381470,chip-seq
GSM1273029,Mus musculus,GSE52628,GPL13112,SRX381471,chip-seq
GSM2192113,Mus musculus,GSE82866,GPL13112,SRX1834000,chip-seq
GSM945178,Homo sapiens,GSE35583,GPL9052,SRX189961,chip-seq
GSM945179,Homo sapiens,GSE35583,GPL9052,SRX189962,chip-seq
GSM418300,Homo sapiens,GSE15735,GPL570,SRX017721,chip-seq
GSM1551535,Mus musculus,GSE63523,GPL13112,SRX764850,chip-seq
GSM1164221,Homo sapiens,GSE47991,GPL10999,SRX306551,chip-seq
GSM945263,Homo sapiens,GSE35583,GPL9052,SRX190046,chip-seq
GSM1569584,Homo sapiens,GSE64367,GPL11154,SRX818577,chip-seq
GSM1314126,Homo sapiens,GSE54379,GPL11154,SRX448944,chip-seq
GSM2029590,Homo sapiens,GSE71323,GPL16791,SRX1521313,chip-seq
GSM648495,Homo sapiens,GSE26427,GPL9052,SRX037433,chip-seq
GSM2140757,Saccharomyces cerevisiae,GSE73407,GPL13821,SRX1738633,chip-seq
GSM2191268,Mus musculus,GSE82480,GPL13112,SRX1833035,chip-seq
GSM409458,Drosophila melanogaster,GSE16245,GPL6629,,
GSM2108962,Mus musculus,GSE72784,GPL16791,SRX1681437,chip-seq
GSM1003542,Homo sapiens,GSE29611,GPL9115,SRX186738,chip-seq
GSM1271849,Homo sapiens,GSE52593,GPL17425,,
GSM569076,Mus musculus,GSE23078,GPL9250,SRX024353,chip-seq
GSM409457,Drosophila melanogaster,GSE16245,GPL6629,,
GSM1096840,Drosophila melanogaster,GSE45088,GPL6629,,
GSM822516,Mus musculus,GSE33227,GPL9185,SRX103214,chip-seq
GSM2232439,Mus musculus,GSE83833,GPL19057,SRX1943393,chip-seq
GSM822510,Mus musculus,GSE33227,GPL9185,SRX103208,chip-seq
GSM1009592,Xenopus tropicalis,GSE41161,GPL13741,SRX189703,chip-seq
GSM1009591,Xenopus tropicalis,GSE41161,GPL13741,SRX189702,chip-seq
GSM1009590,Xenopus tropicalis,GSE41161,GPL13741,SRX189701,chip-seq
GSM1000086,Mus musculus,GSE31039,GPL9250,SRX185807,chip-seq
GSM529413,Homo sapiens,GSE21141,GPL9052,SRX018799,chip-seq
GSM1144397,Homo sapiens,GSE47075,GPL13118,,
GSM1144396,Homo sapiens,GSE47075,GPL13118,,
GSM1000083,Mus musculus,GSE31039,GPL9250,SRX185804,chip-seq
GSM1816110,Mus musculus,GSE70661,GPL17021,SRX1089854,chip-seq
GSM1164644,Mus musculus,GSE47995,GPL11002,SRX306597,chip-seq
GSM109328,Danio rerio,GSE4863,GPL3766,,
GSM910578,Homo sapiens,GSE16256,GPL9052,SRX136969,chip-seq
GSM910579,Homo sapiens,GSE16256,GPL9052,SRX136970,chip-seq
GSM1164643,Mus musculus,GSE47995,GPL11002,SRX306596,chip-seq
GSM981241,Homo sapiens,GSE39912,GPL10999,SRX189255,chip-seq
GSM1148498,Homo sapiens,GSE47383,GPL15802,,
GSM1148499,Homo sapiens,GSE47383,GPL15802,,
GSM1904661,Homo sapiens,GSE73869,GPL16791,SRX1319028,mnase-seq
GSM1046832,Mus musculus,GSE42629,GPL11002,SRX207537,chip-seq
GSM1288397,Saccharomyces cerevisiae,GSE53241,GPL13821,SRX390613,chip-seq
GSM1954952,Mus musculus,GSE75426,GPL9185,SRX1452784,chip-seq
GSM688818,Mus musculus,GSE27893,GPL9185,SRX461532,chip-seq
GSM1288398,Saccharomyces cerevisiae,GSE53241,GPL13821,SRX390614,chip-seq
GSM753442,Homo sapiens,GSE16256,GPL9052,SRX081162,chip-seq
GSM753441,Homo sapiens,GSE16256,GPL9052,SRX081161,chip-seq
GSM753440,Homo sapiens,GSE16256,GPL9052,SRX081176,chip-seq
GSM1148540,Homo sapiens,GSE47383,GPL15802,,
GSM1148541,Homo sapiens,GSE47383,GPL15802,,
GSM432580,Drosophila melanogaster,GSE16013,GPL9058,SRX013063,chip-seq
GSM1148543,Homo sapiens,GSE47383,GPL15802,,
GSM640765,Mus musculus,GSE26099,GPL9250,SRX035982,chip-seq
GSM640764,Mus musculus,GSE26099,GPL9250,SRX035981,chip-seq
GSM1148546,Homo sapiens,GSE47383,GPL15802,,
GSM432585,Drosophila melanogaster,GSE16013,GPL9058,SRX013068,chip-seq
GSM1148548,Homo sapiens,GSE47383,GPL15802,,
GSM534465,Homo sapiens,GSE20752,GPL570,SRX019492,chip-seq
GSM2178375,Mus musculus,GSE74661,GPL11002,SRX1801991,chip-seq
GSM1429761,Homo sapiens,GSE59176,GPL11154,SRX647711,chip-seq
GSM1526505,Homo sapiens,GSE62391,GPL9115,SRX733655,chip-seq
GSM811202,Homo sapiens,GSE32332,GPL9052,SRX107357,chip-seq
GSM811203,Homo sapiens,GSE32332,GPL9052,SRX107358,chip-seq
GSM811206,Homo sapiens,GSE32332,GPL9052,SRX107361,chip-seq
GSM811207,Homo sapiens,GSE32332,GPL9052,SRX107362,chip-seq
GSM811204,Homo sapiens,GSE32332,GPL9052,SRX107359,chip-seq
GSM811205,Homo sapiens,GSE32332,GPL9052,SRX107360,chip-seq
GSM2046864,Homo sapiens,GSE77260,GPL11154,SRX1548237,chip-seq
GSM2232226,Mus musculus,GSE83833,GPL19057,SRX1943175,chip-seq
GSM746575,Mus musculus,GSE30142,GPL9250,SRX079881,chip-seq
GSM1027300,Homo sapiens,GSE18927,GPL5188,SRX201787,chip-seq
GSM1027301,Homo sapiens,GSE18927,GPL5188,SRX201788,chip-seq
GSM2191931,Mus musculus,GSE82784,GPL21103,SRX1833737,chip-seq
GSM1287772,Homo sapiens,GSE53215,GPL16558,SRX390166,chip-seq
GSM1287770,Homo sapiens,GSE53215,GPL16558,SRX390164,chip-seq
GSM1918602,Homo sapiens,GSE74359,GPL18573,SRX1383848,chip-seq
GSM1412516,Mus musculus,GSE58491,GPL13112,SRX597235,chip-seq
GSM1821387,Homo sapiens,GSE67978,GPL11154,SRX1096823,chip-seq
GSM1273030,Mus musculus,GSE52628,GPL13112,SRX381472,chip-seq
GSM836120,Mus musculus,GSE33802,GPL11002,SRX107334,chip-seq
GSM1536038,Homo sapiens,GSE62908,GPL11154,SRX749795,chip-seq
GSM836122,Mus musculus,GSE33802,GPL11002,SRX107336,chip-seq
GSM646424,Homo sapiens,GSE26320,GPL9115,SRX038614,chip-seq
GSM646425,Homo sapiens,GSE26320,GPL9115,SRX038615,chip-seq
GSM1572784,Homo sapiens,GSE64504,GPL16791,SRX823977,chip-seq
GSM1358134,Mus musculus,GSE56276,GPL13112,SRX501925,chip-seq
GSM1550972,Homo sapiens,GSE62742,GPL11154,SRX764651,chip-seq
GSM1550973,Homo sapiens,GSE62742,GPL11154,SRX764652,chip-seq
GSM955410,Saccharomyces cerevisiae,GSE39080,GPL10930,,
GSM955411,Saccharomyces cerevisiae,GSE39080,GPL10930,,
GSM2232236,Mus musculus,GSE83833,GPL19057,SRX1943185,chip-seq
GSM1550978,Homo sapiens,GSE62742,GPL11154,SRX764657,chip-seq
GSM2232230,Mus musculus,GSE83833,GPL19057,SRX1943179,chip-seq
GSM2232232,Mus musculus,GSE83833,GPL19057,SRX1943181,chip-seq
GSM2104247,Mus musculus,GSE79813,GPL13112,SRX1672912,chip-seq
GSM386040,Drosophila melanogaster,GSE15424,GPL6949,,
GSM1479205,Mus musculus,GSE60409,GPL11154,SRX680482,chip-seq
GSM774386,Mus musculus,GSE31239,GPL9185,SRX091913,chip-seq
GSM1511225,Mus musculus,GSE61677,GPL9250,SRX708767,chip-seq
GSM2187264,Homo sapiens,GSE82260,GPL16791,SRX1819632,chip-seq
GSM1164220,Homo sapiens,GSE47991,GPL10999,SRX306550,chip-seq
GSM774382,Mus musculus,GSE31239,GPL9185,SRX091909,chip-seq
GSM2187260,Homo sapiens,GSE82260,GPL16791,SRX1819628,chip-seq
GSM1572783,Homo sapiens,GSE64504,GPL16791,SRX823976,chip-seq
GSM621694,Homo sapiens,GSE19465,GPL9115,,chip-seq
GSM1700386,Homo sapiens,GSE69377,GPL18460,SRX1043550,chip-seq
GSM997583,Mus musculus,GSE40594,GPL13112,SRX183333,chip-seq
GSM1615134,Mus musculus,GSE66146,GPL13112,SRX884575,chip-seq
GSM997588,Mus musculus,GSE40594,GPL13112,SRX183338,chip-seq
GSM851288,Mus musculus,GSE29184,GPL9250,SRX112938,chip-seq
GSM1057308,Zea mays,GSE43142,GPL9141,SRX212619,chip-seq
GSM1516994,Mus musculus,GSE61902,GPL13112,SRX717593,chip-seq
GSM1234113,Homo sapiens,GSE50893,GPL11154,SRX356681,chip-seq
GSM917527,Mus musculus,GSE37393,GPL11002,SRX143289,chip-seq
GSM936113,Mus musculus,GSE38164,GPL9185,SRX149188,chip-seq
GSM586880,Homo sapiens,GSE23784,GPL9052,SRX026712,chip-seq
GSM2304957,Mus musculus,GSE73426,GPL17021,SRX2144155,chip-seq
GSM586885,Homo sapiens,GSE23784,GPL9052,SRX026717,chip-seq
GSM2191781,Mus musculus,GSE82716,GPL13112,SRX1833549,chip-seq
GSM194663,Homo sapiens,GSE7872,GPL1454,,
GSM307608,Mus musculus,GSE12241,GPL9185,SRX001933,chip-seq
GSM1424908,Drosophila melanogaster,GSE58935,GPL13304,SRX645119,chip-seq
GSM1922393,Homo sapiens,GSE53491,GPL10999,SRX1403829,chip-seq
GSM307605,Mus musculus,GSE12241,GPL9185,SRX001929,chip-seq
GSM1305207,Homo sapiens,GSE53998,GPL11154,SRX425259,chip-seq
GSM2104249,Mus musculus,GSE79813,GPL13112,SRX1672914,chip-seq
GSM1904283,Mus musculus,GSE73833,GPL13112,SRX1317037,chip-seq
GSM952458,Homo sapiens,GSE38937,GPL9115,SRX156113,chip-seq
GSM2308496,Mus musculus,GSE86698,GPL21103,SRX2156927,chip-seq
GSM1079813,Mus musculus,GSE44159,GPL13112,SRX228672,chip-seq
GSM2144621,Mus musculus,GSE81203,GPL13112,SRX1745492,chip-seq
GSM1079815,Mus musculus,GSE44159,GPL13112,SRX228674,chip-seq
GSM1079814,Mus musculus,GSE44159,GPL13112,SRX228673,chip-seq
GSM1079816,Mus musculus,GSE44159,GPL13112,SRX228675,chip-seq
GSM722665,Mus musculus,GSE29184,GPL9250,SRX062951,chip-seq
GSM876967,Danio rerio,GSE35874,GPL9319,SRX120318,chip-seq
GSM1219701,Mus musculus,GSE50465,GPL13112,SRX341774,chip-seq
GSM520385,Homo sapiens,GSE20725,GPL9115,SRX007037,chip-seq
GSM520386,Homo sapiens,GSE20725,GPL9115,SRX007038,chip-seq
GSM1219702,Mus musculus,GSE50465,GPL13112,SRX341775,chip-seq
GSM210185,Mus musculus,GSE8472,GPL5532,,
GSM1918606,Homo sapiens,GSE74359,GPL18573,SRX1383852,chip-seq
GSM2029138,Homo sapiens,GSE76618,GPL11154,SRX1521233,chip-seq
GSM1717082,Homo sapiens,GSE70098,GPL11154,SRX1067672,chip-seq
GSM1660052,Macaca mulatta,GSE67978,GPL11154,SRX998301,chip-seq
GSM1164900,Mus musculus,GSE48005,GPL11002,SRX306688,chip-seq
GSM818043,Homo sapiens,GSE16256,GPL9052,SRX101246,chip-seq
GSM1918645,Homo sapiens,GSE74359,GPL18573,SRX1383891,chip-seq
GSM594569,Arabidopsis thaliana,GSE24162,GPL10911,,
GSM594568,Arabidopsis thaliana,GSE24161,GPL10911,,
GSM1550968,Homo sapiens,GSE62742,GPL11154,SRX764647,chip-seq
GSM1566138,Mus musculus,GSE64190,GPL13112,SRX810587,chip-seq
GSM1016879,Saccharomyces cerevisiae,GSE41424,GPL13821,SRX193164,chip-seq
GSM594563,Arabidopsis thaliana,GSE24161,GPL10911,,
GSM594562,Arabidopsis thaliana,GSE24161,GPL10911,,
GSM594561,Arabidopsis thaliana,GSE24161,GPL10911,,
GSM594567,Arabidopsis thaliana,GSE24161,GPL10911,,
GSM594566,Arabidopsis thaliana,GSE24161,GPL10911,,
GSM594565,Arabidopsis thaliana,GSE24161,GPL10911,,
GSM594564,Arabidopsis thaliana,GSE24161,GPL10911,,
GSM722861,Mus musculus,GSE29184,GPL9250,SRX062974,chip-seq
GSM1550818,Homo sapiens,GSE62742,GPL11154,SRX764497,chip-seq
GSM894071,Homo sapiens,GSE36354,GPL11154,SRX129079,chip-seq
GSM2192210,Mus musculus,GSE82910,GPL17021,SRX1834140,chip-seq
GSM1148557,Homo sapiens,GSE47383,GPL15802,,
GSM575290,Homo sapiens,GSE22499,GPL570,SRX026065,chip-seq
GSM575291,Homo sapiens,GSE22499,GPL570,SRX026066,chip-seq
GSM575292,Homo sapiens,GSE22499,GPL570,SRX026067,chip-seq
GSM575293,Homo sapiens,GSE22499,GPL570,SRX026068,chip-seq
GSM1915973,Mus musculus,GSE74268,GPL9185,SRX1365326,chip-seq
GSM109329,Danio rerio,GSE4863,GPL3766,,
GSM947524,Homo sapiens,GSE38682,GPL11154,SRX154495,chip-seq
GSM947523,Homo sapiens,GSE38682,GPL11154,SRX154494,chip-seq
GSM1915972,Mus musculus,GSE74268,GPL9185,SRX1365325,chip-seq
GSM109323,Danio rerio,GSE4863,GPL3766,,
GSM1565805,Homo sapiens,GSE64175,GPL11154,SRX818197,chip-seq
GSM109327,Danio rerio,GSE4863,GPL3766,,
GSM109326,Danio rerio,GSE4863,GPL3766,,
GSM2104246,Mus musculus,GSE79813,GPL13112,SRX1672911,chip-seq
GSM1915970,Mus musculus,GSE74268,GPL9185,SRX1365323,chip-seq
GSM2232429,Mus musculus,GSE83833,GPL19057,SRX1943383,chip-seq
GSM1915977,Mus musculus,GSE74268,GPL9185,SRX1365330,chip-seq
GSM1382353,Mus musculus,GSE57419,GPL9185,SRX535298,chip-seq
GSM2104248,Mus musculus,GSE79813,GPL13112,SRX1672913,chip-seq
GSM1382354,Mus musculus,GSE57419,GPL9185,SRX535299,chip-seq
GSM2144620,Mus musculus,GSE81203,GPL13112,SRX1745491,chip-seq
GSM1216738,Homo sapiens,GSE50243,GPL16288,SRX340059,chip-seq
GSM1634816,Mus musculus,GSE66951,GPL13112,SRX957630,chip-seq
GSM1634817,Mus musculus,GSE66951,GPL13112,SRX957631,chip-seq
GSM1816299,Mus musculus,GSE60627,GPL9185,SRX1090862,chip-seq
GSM1918605,Homo sapiens,GSE74359,GPL18573,SRX1383851,chip-seq
GSM1721803,Mus musculus,GSE70253,GPL17021,SRX1073805,chip-seq
GSM1413004,Papio anubis,GSE58530,GPL18808,SRX603398,chip-seq
GSM520894,Drosophila melanogaster,GSE20787,GPL6629,,
GSM520895,Drosophila melanogaster,GSE20787,GPL6629,,
GSM520896,Drosophila melanogaster,GSE20787,GPL6629,,
GSM520897,Drosophila melanogaster,GSE20787,GPL6629,,
GSM892333,Homo sapiens,GSE36397,GPL7583,,
GSM892332,Homo sapiens,GSE36397,GPL7583,,
GSM520893,Drosophila melanogaster,GSE20787,GPL6629,,
GSM772735,Homo sapiens,GSE17312,GPL570,SRX088650,chip-seq
GSM772736,Homo sapiens,GSE17312,GPL570,SRX088651,chip-seq
GSM1098765,Monodelphis domestica,GSE45186,GPL15381,SRX250049,chip-seq
GSM520898,Drosophila melanogaster,GSE20787,GPL6629,,
GSM664772,Homo sapiens,GSE26988,GPL7874,,
GSM892339,Homo sapiens,GSE36397,GPL7583,,
GSM1447335,Homo sapiens,GSE59836,GPL16791,SRX663448,chip-seq
GSM1550952,Homo sapiens,GSE62742,GPL11154,SRX764631,chip-seq
GSM1447336,Homo sapiens,GSE59836,GPL16791,SRX663449,other
GSM1918648,Homo sapiens,GSE74359,GPL18573,SRX1383894,chip-seq
GSM1072594,Homo sapiens,GSE43869,GPL15975,,
GSM1918649,Homo sapiens,GSE74359,GPL18573,SRX1383895,chip-seq
GSM433170,Homo sapiens,GSE17312,GPL570,SRX007385,chip-seq
GSM419221,Homo sapiens,GSE16730,GPL8754,,
GSM2191557,Mus musculus,GSE82613,GPL13112,SRX1833334,chip-seq
GSM570051,Drosophila melanogaster,GSE23537,GPL6629,SRX025486,chip-seq
GSM1441323,Mus musculus,GSE59636,GPL18480,SRX658428,chip-seq
GSM353603,Homo sapiens,GSE14092,GPL9052,SRX020918,chip-seq
GSM1918647,Homo sapiens,GSE74359,GPL18573,SRX1383893,chip-seq
GSM1547691,Mus musculus,GSE63048,GPL13112,SRX761312,chip-seq
GSM928132,Mus musculus,GSE37774,GPL9250,SRX146012,chip-seq
GSM928131,Mus musculus,GSE37774,GPL9250,SRX146011,chip-seq
GSM1918644,Homo sapiens,GSE74359,GPL18573,SRX1383890,chip-seq
GSM608037,Mus musculus,GSE21449,GPL9250,SRX028523,chip-seq
GSM1550826,Homo sapiens,GSE62742,GPL11154,SRX764505,chip-seq
GSM1440729,Chlamydomonas reinhardtii,GSE59629,GPL15922,SRX658264,chip-seq
GSM1441326,Mus musculus,GSE59636,GPL18480,SRX658431,chip-seq
GSM2029139,Homo sapiens,GSE76618,GPL11154,SRX1521234,chip-seq
GSM1911810,Schmidtea mediterranea,GSE74153,GPL20150,SRX1354657,chip-seq
GSM1550955,Homo sapiens,GSE62742,GPL11154,SRX764634,chip-seq
GSM1911811,Schmidtea mediterranea,GSE74153,GPL20150,SRX1354658,chip-seq
GSM921089,Camponotus floridanus,GSE37523,GPL14137,SRX144020,chip-seq
GSM1468403,Mus musculus,GSE60232,GPL13112,SRX672426,chip-seq
GSM1918642,Homo sapiens,GSE74359,GPL18573,SRX1383888,chip-seq
GSM1599147,Homo sapiens,GSE65516,GPL16791,SRX863146,chip-seq
GSM1280527,Homo sapiens,GSE53023,GPL9115,SRX387603,chip-seq
GSM1599148,Homo sapiens,GSE65516,GPL16791,SRX863147,chip-seq
GSM1599149,Homo sapiens,GSE65516,GPL16791,SRX863148,chip-seq
GSM773041,Homo sapiens,GSE17312,GPL570,SRX088956,chip-seq
GSM2232251,Mus musculus,GSE83833,GPL19057,SRX1943203,chip-seq
GSM980407,Mus musculus,GSE39852,GPL11002,SRX172851,chip-seq
GSM980406,Mus musculus,GSE39852,GPL11002,SRX172850,chip-seq
GSM1096834,Drosophila melanogaster,GSE45087,GPL6629,,
GSM662261,Mus musculus,GSE26891,GPL11656,,
GSM662262,Mus musculus,GSE26891,GPL11656,,
GSM1096837,Drosophila melanogaster,GSE45088,GPL6629,,
GSM945216,Homo sapiens,GSE35583,GPL9052,SRX189999,chip-seq
GSM945215,Homo sapiens,GSE35583,GPL9052,SRX189998,chip-seq
GSM945214,Homo sapiens,GSE35583,GPL9052,SRX189997,chip-seq
GSM1257552,Mus musculus,GSE52016,GPL9250,SRX403486,chip-seq
GSM945218,Homo sapiens,GSE35583,GPL9052,SRX190001,chip-seq
GSM1096838,Drosophila melanogaster,GSE45088,GPL6629,,
GSM1096839,Drosophila melanogaster,GSE45088,GPL6629,,
GSM2232256,Mus musculus,GSE83833,GPL19057,SRX1943208,chip-seq
GSM1847951,Homo sapiens,GSE71952,GPL16791,SRX1142277,chip-seq
GSM1280526,Homo sapiens,GSE53023,GPL9115,SRX387613,chip-seq
GSM1847950,Homo sapiens,GSE71952,GPL16791,SRX1142276,chip-seq
GSM1257551,Mus musculus,GSE52016,GPL9250,SRX403485,chip-seq
GSM1889909,Homo sapiens,GSE73267,GPL16791,SRX1268857,chip-seq
GSM1821394,Pan troglodytes,GSE67978,GPL11154,SRX1096830,chip-seq
GSM1468916,Macaca mulatta,GSE60269,GPL9160,SRX673241,chip-seq
GSM1234004,Homo sapiens,GSE50893,GPL11154,SRX356572,chip-seq
GSM1234003,Homo sapiens,GSE50893,GPL11154,SRX356571,chip-seq
GSM1468917,Macaca mulatta,GSE60269,GPL9160,SRX673242,chip-seq
GSM1563747,Homo sapiens,GSE63538,GPL4134,DRX022435,chip-seq
GSM1410376,Mus musculus,GSE58407,GPL13112,SRX590308,chip-seq
GSM806940,Homo sapiens,GSE16368,GPL9115,SRX1157634,chip-seq
GSM806943,Homo sapiens,GSE16368,GPL9115,SRX1157623,chip-seq
GSM1586404,Homo sapiens,GSE65049,GPL9115,,chip-seq
GSM1889257,Mus musculus,GSE73239,GPL13112,SRX1267275,chip-seq
GSM2191841,Mus musculus,GSE82744,GPL13112,SRX1833615,chip-seq
GSM2191842,Mus musculus,GSE82744,GPL13112,SRX1833616,chip-seq
